movie_title,duration
1037_The_Curious_Case_Of_Benjamin_Button,4.516
1037_The_Curious_Case_Of_Benjamin_Button,5.787000000000001
1037_The_Curious_Case_Of_Benjamin_Button,9.550999999999998
1037_The_Curious_Case_Of_Benjamin_Button,6.243000000000002
1037_The_Curious_Case_Of_Benjamin_Button,3.1270000000000024
1037_The_Curious_Case_Of_Benjamin_Button,9.869
1037_The_Curious_Case_Of_Benjamin_Button,2.950000000000003
1037_The_Curious_Case_Of_Benjamin_Button,6.615000000000009
1037_The_Curious_Case_Of_Benjamin_Button,1.3400000000000034
1037_The_Curious_Case_Of_Benjamin_Button,2.233000000000004
1037_The_Curious_Case_Of_Benjamin_Button,3.3249999999999886
1037_The_Curious_Case_Of_Benjamin_Button,13.638000000000005
1037_The_Curious_Case_Of_Benjamin_Button,6.192000000000007
1037_The_Curious_Case_Of_Benjamin_Button,3.7179999999999893
1037_The_Curious_Case_Of_Benjamin_Button,2.9920000000000186
1037_The_Curious_Case_Of_Benjamin_Button,1.7199999999999989
1037_The_Curious_Case_Of_Benjamin_Button,2.5120000000000005
1037_The_Curious_Case_Of_Benjamin_Button,2.484000000000009
1037_The_Curious_Case_Of_Benjamin_Button,1.8549999999999898
1037_The_Curious_Case_Of_Benjamin_Button,1.1870000000000118
1037_The_Curious_Case_Of_Benjamin_Button,2.974000000000018
1037_The_Curious_Case_Of_Benjamin_Button,7.593999999999994
1037_The_Curious_Case_Of_Benjamin_Button,3.495999999999981
1037_The_Curious_Case_Of_Benjamin_Button,1.6280000000000143
1037_The_Curious_Case_Of_Benjamin_Button,8.24600000000001
1037_The_Curious_Case_Of_Benjamin_Button,4.2479999999999905
1037_The_Curious_Case_Of_Benjamin_Button,4.343000000000018
1037_The_Curious_Case_Of_Benjamin_Button,3.326999999999998
1037_The_Curious_Case_Of_Benjamin_Button,2.583000000000027
1037_The_Curious_Case_Of_Benjamin_Button,7.881000000000029
1037_The_Curious_Case_Of_Benjamin_Button,2.762999999999977
1037_The_Curious_Case_Of_Benjamin_Button,1.5
1037_The_Curious_Case_Of_Benjamin_Button,4.75
1037_The_Curious_Case_Of_Benjamin_Button,0.5929999999999609
1037_The_Curious_Case_Of_Benjamin_Button,9.710000000000036
1037_The_Curious_Case_Of_Benjamin_Button,2.6970000000000027
1037_The_Curious_Case_Of_Benjamin_Button,5.882999999999981
1037_The_Curious_Case_Of_Benjamin_Button,4.2339999999999804
1037_The_Curious_Case_Of_Benjamin_Button,4.363999999999976
1037_The_Curious_Case_Of_Benjamin_Button,2.0060000000000286
1037_The_Curious_Case_Of_Benjamin_Button,9.274000000000001
1037_The_Curious_Case_Of_Benjamin_Button,3.2579999999999814
1037_The_Curious_Case_Of_Benjamin_Button,4.972999999999956
